factura_id,cliente,canal,tipo_canal,pais,mes,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,pagada,dias_mora,estado
FV-202509-00540,Suples Colombia,Distribuidores,Mayorista,Colombia,2025-09,2025-09-25,2025-11-09,45,154639902,True,0,Al día
FV-202509-00541,MiProteína,Distribuidores,Mayorista,Colombia,2025-09,2025-09-11,2025-10-26,45,258768565,True,0,Al día
FV-202509-00542,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2025-09,2025-09-03,2025-10-18,45,177729081,True,0,Al día
FV-202509-00543,Nutrición Total,Distribuidores,Mayorista,Colombia,2025-09,2025-09-23,2025-11-07,45,113377802,True,0,Al día
FV-202509-00544,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2025-09,2025-09-05,2025-10-20,45,267812036,True,0,Al día
FV-202509-00545,Mundo Fitness,Distribuidores,Mayorista,Colombia,2025-09,2025-09-19,2025-11-03,45,244042833,True,0,Al día
FV-202509-00546,Vital Supplements,Distribuidores,Mayorista,Colombia,2025-09,2025-09-02,2025-10-17,45,120362672,True,0,Al día
FV-202509-00547,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2025-09,2025-09-11,2025-10-26,45,195711621,True,0,Al día
FV-202509-00550,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2025-09,2025-09-10,2025-10-25,45,94578557,True,0,Al día
FV-202509-00551,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2025-09,2025-09-14,2025-10-29,45,87867495,True,0,Al día
FV-202509-00552,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2025-09,2025-09-14,2025-10-29,45,76245722,True,0,Al día
FV-202509-00553,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2025-09,2025-09-25,2025-11-09,45,77815459,True,0,Al día
FV-202509-00560,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2025-09,2025-09-01,2025-10-31,60,135143155,True,0,Al día
FV-202509-00561,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2025-09,2025-09-25,2025-11-24,60,149077981,True,0,Al día
FV-202509-00562,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2025-09,2025-09-24,2025-11-23,60,112575474,True,0,Al día
FV-202510-00570,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-22,2026-01-05,75,90550769,True,0,Al día
FV-202510-00571,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-06,2025-12-20,75,134294716,True,0,Al día
FV-202510-00572,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-07,2025-12-21,75,178825997,True,0,Al día
FV-202510-00573,Éxito,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-12,2025-12-26,75,137005257,True,0,Al día
FV-202510-00574,Locatel,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-15,2025-12-29,75,196865943,True,0,Al día
FV-202510-00575,Olímpica,Cadenas & Farmacias,Retail,Colombia,2025-10,2025-10-04,2025-12-18,75,175751684,True,0,Al día
FV-202510-00580,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2025-10,2025-10-22,2025-12-21,60,149645328,True,0,Al día
FV-202510-00590,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2025-10,2025-10-15,2025-12-14,60,175443099,True,0,Al día
FV-202510-00600,Distribuidor México,Distribuidor México,Internacional,México,2025-10,2025-10-22,2025-12-21,60,79171643,True,0,Al día
FV-202510-00610,Suples Colombia,Distribuidores,Mayorista,Colombia,2025-10,2025-10-21,2025-12-05,45,160585156,True,0,Al día
FV-202510-00611,MiProteína,Distribuidores,Mayorista,Colombia,2025-10,2025-10-17,2025-12-01,45,277122197,True,0,Al día
FV-202510-00612,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2025-10,2025-10-26,2025-12-10,45,165362911,True,0,Al día
FV-202510-00613,Nutrición Total,Distribuidores,Mayorista,Colombia,2025-10,2025-10-14,2025-11-28,45,136568315,True,0,Al día
FV-202510-00614,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2025-10,2025-10-21,2025-12-05,45,191688943,True,0,Al día
FV-202510-00615,Mundo Fitness,Distribuidores,Mayorista,Colombia,2025-10,2025-10-07,2025-11-21,45,259725631,True,0,Al día
FV-202510-00616,Vital Supplements,Distribuidores,Mayorista,Colombia,2025-10,2025-10-14,2025-11-28,45,186510096,True,0,Al día
FV-202510-00617,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2025-10,2025-10-05,2025-11-19,45,140563493,True,0,Al día
FV-202510-00620,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2025-10,2025-10-27,2025-12-11,45,59498267,True,0,Al día
FV-202510-00621,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2025-10,2025-10-05,2025-11-19,45,74034670,True,0,Al día
FV-202510-00622,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2025-10,2025-10-09,2025-11-23,45,138172282,True,0,Al día
FV-202510-00623,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2025-10,2025-10-07,2025-11-21,45,64912426,True,0,Al día
FV-202510-00630,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2025-10,2025-10-19,2025-12-18,60,98582650,True,0,Al día
FV-202510-00631,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2025-10,2025-10-14,2025-12-13,60,111751833,True,0,Al día
FV-202510-00632,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2025-10,2025-10-25,2025-12-24,60,148043182,True,0,Al día
FV-202511-00640,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-02,2026-01-16,75,173055469,True,0,Al día
FV-202511-00641,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-03,2026-01-17,75,125122985,True,0,Al día
FV-202511-00642,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-16,2026-01-30,75,200014596,True,0,Al día
FV-202511-00643,Éxito,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-01,2026-01-15,75,108239017,True,0,Al día
FV-202511-00644,Locatel,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-10,2026-01-24,75,197393761,True,0,Al día
FV-202511-00645,Olímpica,Cadenas & Farmacias,Retail,Colombia,2025-11,2025-11-23,2026-02-06,75,118153320,True,0,Al día
FV-202511-00650,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2025-11,2025-11-06,2026-01-05,60,148282693,True,0,Al día
FV-202511-00660,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2025-11,2025-11-01,2025-12-31,60,176209709,True,0,Al día
FV-202511-00670,Distribuidor México,Distribuidor México,Internacional,México,2025-11,2025-11-07,2026-01-06,60,100802535,True,0,Al día
FV-202511-00680,Suples Colombia,Distribuidores,Mayorista,Colombia,2025-11,2025-11-25,2026-01-09,45,209318866,True,0,Al día
FV-202511-00681,MiProteína,Distribuidores,Mayorista,Colombia,2025-11,2025-11-18,2026-01-02,45,257295913,True,0,Al día
FV-202511-00682,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2025-11,2025-11-07,2025-12-22,45,246267506,True,0,Al día
FV-202511-00683,Nutrición Total,Distribuidores,Mayorista,Colombia,2025-11,2025-11-13,2025-12-28,45,260694980,True,0,Al día
FV-202511-00684,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2025-11,2025-11-02,2025-12-17,45,233696205,True,0,Al día
FV-202511-00685,Mundo Fitness,Distribuidores,Mayorista,Colombia,2025-11,2025-11-15,2025-12-30,45,146969614,True,0,Al día
FV-202511-00686,Vital Supplements,Distribuidores,Mayorista,Colombia,2025-11,2025-11-12,2025-12-27,45,270552371,True,0,Al día
FV-202511-00687,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2025-11,2025-11-20,2026-01-04,45,265433641,True,0,Al día
FV-202511-00690,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2025-11,2025-11-16,2025-12-31,45,83851198,True,0,Al día
FV-202511-00691,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2025-11,2025-11-05,2025-12-20,45,142548930,True,0,Al día
FV-202511-00692,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2025-11,2025-11-19,2026-01-03,45,152661858,True,0,Al día
FV-202511-00693,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2025-11,2025-11-22,2026-01-06,45,86153330,True,0,Al día
FV-202511-00700,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2025-11,2025-11-02,2026-01-01,60,131142860,True,0,Al día
FV-202511-00701,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2025-11,2025-11-24,2026-01-23,60,134979799,True,0,Al día
FV-202511-00702,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2025-11,2025-11-26,2026-01-25,60,207280751,True,0,Al día
FV-202512-00710,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-19,2026-03-04,75,133739983,True,0,Al día
FV-202512-00711,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-19,2026-03-04,75,218517210,True,0,Al día
FV-202512-00712,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-13,2026-02-26,75,162730873,True,0,Al día
FV-202512-00713,Éxito,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-26,2026-03-11,75,157271149,True,0,Al día
FV-202512-00714,Locatel,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-01,2026-02-14,75,199374796,True,0,Al día
FV-202512-00715,Olímpica,Cadenas & Farmacias,Retail,Colombia,2025-12,2025-12-10,2026-02-23,75,197957428,True,0,Al día
FV-202512-00720,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2025-12,2025-12-12,2026-02-10,60,197620964,True,0,Al día
FV-202512-00730,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2025-12,2025-12-09,2026-02-07,60,261834796,True,0,Al día
FV-202512-00740,Distribuidor México,Distribuidor México,Internacional,México,2025-12,2025-12-13,2026-02-11,60,208069087,True,0,Al día
FV-202512-00750,Suples Colombia,Distribuidores,Mayorista,Colombia,2025-12,2025-12-23,2026-02-06,45,172893896,True,0,Al día
FV-202512-00751,MiProteína,Distribuidores,Mayorista,Colombia,2025-12,2025-12-01,2026-01-15,45,271827940,True,0,Al día
FV-202512-00752,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2025-12,2025-12-26,2026-02-09,45,321974301,True,0,Al día
FV-202512-00753,Nutrición Total,Distribuidores,Mayorista,Colombia,2025-12,2025-12-11,2026-01-25,45,171595854,True,0,Al día
FV-202512-00754,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2025-12,2025-12-23,2026-02-06,45,215348973,True,0,Al día
FV-202512-00755,Mundo Fitness,Distribuidores,Mayorista,Colombia,2025-12,2025-12-02,2026-01-16,45,242161971,True,0,Al día
FV-202512-00756,Vital Supplements,Distribuidores,Mayorista,Colombia,2025-12,2025-12-06,2026-01-20,45,197961881,True,0,Al día
FV-202512-00757,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2025-12,2025-12-06,2026-01-20,45,208735071,True,0,Al día
FV-202512-00760,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2025-12,2025-12-17,2026-01-31,45,164661247,True,0,Al día
FV-202512-00761,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2025-12,2025-12-10,2026-01-24,45,77101605,True,0,Al día
FV-202512-00762,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2025-12,2025-12-13,2026-01-27,45,85089078,True,0,Al día
FV-202512-00763,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2025-12,2025-12-20,2026-02-03,45,72794082,True,0,Al día
FV-202512-00770,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2025-12,2025-12-15,2026-02-13,60,169200325,True,0,Al día
FV-202512-00771,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2025-12,2025-12-02,2026-01-31,60,220321996,True,0,Al día
FV-202512-00772,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2025-12,2025-12-03,2026-02-01,60,103764688,True,0,Al día
FV-202601-00780,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-09,2026-03-25,75,289306366,True,0,Al día
FV-202601-00781,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-19,2026-04-04,75,263672355,True,0,Al día
FV-202601-00782,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-03,2026-03-19,75,329142356,True,0,Al día
FV-202601-00783,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-03,2026-03-19,75,139212424,True,0,Al día
FV-202601-00784,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-14,2026-03-30,75,276975165,False,154,Vencida +90
FV-202601-00785,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-01,2026-01-13,2026-03-29,75,299563965,True,0,Al día
FV-202601-00790,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-01,2026-01-09,2026-03-10,60,331151682,True,0,Al día
FV-202601-00800,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-01,2026-01-23,2026-03-24,60,119388518,True,0,Al día
FV-202601-00810,Distribuidor México,Distribuidor México,Internacional,México,2026-01,2026-01-03,2026-03-04,60,256006050,True,0,Al día
FV-202601-00820,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-01,2026-01-23,2026-03-24,60,37973171,True,0,Al día
FV-202601-00830,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-01,2026-01-16,2026-03-02,45,374479633,True,0,Al día
FV-202601-00831,MiProteína,Distribuidores,Mayorista,Colombia,2026-01,2026-01-24,2026-03-10,45,306140997,True,0,Al día
FV-202601-00832,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-01,2026-01-21,2026-03-07,45,247484886,True,0,Al día
FV-202601-00833,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-01,2026-01-22,2026-03-08,45,390938512,True,0,Al día
FV-202601-00834,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-01,2026-01-08,2026-02-22,45,312142759,True,0,Al día
FV-202601-00835,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-01,2026-01-13,2026-02-27,45,447258219,True,0,Al día
FV-202601-00836,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-01,2026-01-27,2026-03-13,45,318229310,True,0,Al día
FV-202601-00837,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-01,2026-01-24,2026-03-10,45,320034949,True,0,Al día
FV-202601-00840,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-01,2026-01-07,2026-02-21,45,183658219,True,0,Al día
FV-202601-00841,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-01,2026-01-09,2026-02-23,45,188458253,True,0,Al día
FV-202601-00842,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-01,2026-01-26,2026-03-12,45,188617440,True,0,Al día
FV-202601-00843,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-01,2026-01-12,2026-02-26,45,133962600,True,0,Al día
FV-202601-00850,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-01,2026-01-13,2026-03-14,60,208521107,True,0,Al día
FV-202601-00851,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-01,2026-01-26,2026-03-27,60,262934596,True,0,Al día
FV-202601-00852,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-01,2026-01-07,2026-03-08,60,220388609,True,0,Al día
FV-202602-00860,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-11,2026-04-27,75,258619481,True,0,Al día
FV-202602-00861,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-13,2026-04-29,75,133027549,True,0,Al día
FV-202602-00862,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-01,2026-04-17,75,224095891,True,0,Al día
FV-202602-00863,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-23,2026-05-09,75,152736950,True,0,Al día
FV-202602-00864,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-10,2026-04-26,75,262508447,True,0,Al día
FV-202602-00865,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-02,2026-02-26,2026-05-12,75,138284016,True,0,Al día
FV-202602-00870,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-02,2026-02-26,2026-04-27,60,154600329,True,0,Al día
FV-202602-00880,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-02,2026-02-16,2026-04-17,60,247927984,True,0,Al día
FV-202602-00890,Distribuidor México,Distribuidor México,Internacional,México,2026-02,2026-02-18,2026-04-19,60,176748148,True,0,Al día
FV-202602-00900,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-02,2026-02-08,2026-04-09,60,45240985,True,0,Al día
FV-202602-00910,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-02,2026-02-27,2026-04-13,45,236943140,True,0,Al día
FV-202602-00911,MiProteína,Distribuidores,Mayorista,Colombia,2026-02,2026-02-20,2026-04-06,45,149322137,True,0,Al día
FV-202602-00912,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-02,2026-02-06,2026-03-23,45,149017674,True,0,Al día
FV-202602-00913,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-02,2026-02-21,2026-04-07,45,314349095,True,0,Al día
FV-202602-00914,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-02,2026-02-07,2026-03-24,45,321648420,True,0,Al día
FV-202602-00915,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-02,2026-02-07,2026-03-24,45,290262738,True,0,Al día
FV-202602-00916,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-02,2026-02-09,2026-03-26,45,159666128,True,0,Al día
FV-202602-00917,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-02,2026-02-08,2026-03-25,45,144102833,True,0,Al día
FV-202602-00920,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-02,2026-02-16,2026-04-02,45,135578054,True,0,Al día
FV-202602-00921,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-02,2026-02-23,2026-04-09,45,84789442,True,0,Al día
FV-202602-00922,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-02,2026-02-11,2026-03-28,45,129871154,True,0,Al día
FV-202602-00923,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-02,2026-02-06,2026-03-23,45,103298286,True,0,Al día
FV-202602-00930,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-02,2026-02-13,2026-04-14,60,115452012,True,0,Al día
FV-202602-00931,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-02,2026-02-20,2026-04-21,60,215963090,True,0,Al día
FV-202602-00932,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-02,2026-02-01,2026-04-02,60,108583026,True,0,Al día
FV-202603-00940,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-15,2026-05-29,75,229241087,True,0,Al día
FV-202603-00941,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-18,2026-06-01,75,198586816,True,0,Al día
FV-202603-00942,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-03,2026-05-17,75,164226175,True,0,Al día
FV-202603-00943,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-05,2026-05-19,75,209570928,True,0,Al día
FV-202603-00944,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-10,2026-05-24,75,239121684,True,0,Al día
FV-202603-00945,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-03,2026-03-14,2026-05-28,75,101213305,True,0,Al día
FV-202603-00950,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-03,2026-03-22,2026-05-21,60,176838929,True,0,Al día
FV-202603-00960,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-03,2026-03-05,2026-05-04,60,161031349,True,0,Al día
FV-202603-00970,Distribuidor México,Distribuidor México,Internacional,México,2026-03,2026-03-04,2026-05-03,60,140530031,False,120,Vencida +90
FV-202603-00980,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-03,2026-03-05,2026-05-04,60,37766014,True,0,Al día
FV-202603-00990,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-03,2026-03-07,2026-04-21,45,153187571,True,0,Al día
FV-202603-00991,MiProteína,Distribuidores,Mayorista,Colombia,2026-03,2026-03-16,2026-04-30,45,199007263,True,0,Al día
FV-202603-00992,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-03,2026-03-06,2026-04-20,45,253341573,True,0,Al día
FV-202603-00993,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-03,2026-03-23,2026-05-07,45,302520281,True,0,Al día
FV-202603-00994,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-03,2026-03-17,2026-05-01,45,282575170,True,0,Al día
FV-202603-00995,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-03,2026-03-22,2026-05-06,45,280193217,True,0,Al día
FV-202603-00996,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-03,2026-03-23,2026-05-07,45,168994734,True,0,Al día
FV-202603-00997,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-03,2026-03-13,2026-04-27,45,273564956,True,0,Al día
FV-202603-01000,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-03,2026-03-01,2026-04-15,45,130391190,True,0,Al día
FV-202603-01001,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-03,2026-03-02,2026-04-16,45,144768239,True,0,Al día
FV-202603-01002,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-03,2026-03-24,2026-05-08,45,125956687,True,0,Al día
FV-202603-01003,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-03,2026-03-08,2026-04-22,45,140252372,True,0,Al día
FV-202603-01010,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-03,2026-03-12,2026-05-11,60,179739364,True,0,Al día
FV-202603-01011,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-03,2026-03-05,2026-05-04,60,123401313,True,0,Al día
FV-202603-01012,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-03,2026-03-06,2026-05-05,60,87364759,True,0,Al día
FV-202604-01020,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-04,2026-06-18,75,106659734,True,0,Al día
FV-202604-01021,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-27,2026-07-11,75,139273581,True,0,Al día
FV-202604-01022,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-24,2026-07-08,75,221095829,True,0,Al día
FV-202604-01023,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-03,2026-06-17,75,199322238,True,0,Al día
FV-202604-01024,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-17,2026-07-01,75,145879097,True,0,Al día
FV-202604-01025,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-04,2026-04-11,2026-06-25,75,178823085,True,0,Al día
FV-202604-01030,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-04,2026-04-19,2026-06-18,60,322565671,True,0,Al día
FV-202604-01040,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-04,2026-04-02,2026-06-01,60,184653200,True,0,Al día
FV-202604-01050,Distribuidor México,Distribuidor México,Internacional,México,2026-04,2026-04-02,2026-06-01,60,200691691,True,0,Al día
FV-202604-01060,Distribuidor Panamá,Distribuidor Panamá,Internacional,Panamá,2026-04,2026-04-26,2026-06-25,60,59730645,True,0,Al día
FV-202604-01070,Suples Colombia,Distribuidores,Mayorista,Colombia,2026-04,2026-04-24,2026-06-08,45,317690557,True,0,Al día
FV-202604-01071,MiProteína,Distribuidores,Mayorista,Colombia,2026-04,2026-04-17,2026-06-01,45,260699451,True,0,Al día
FV-202604-01072,Suplementos Colombia,Distribuidores,Mayorista,Colombia,2026-04,2026-04-25,2026-06-09,45,347747169,True,0,Al día
FV-202604-01073,Nutrición Total,Distribuidores,Mayorista,Colombia,2026-04,2026-04-07,2026-05-22,45,324170536,True,0,Al día
FV-202604-01074,Distribuidora Andina,Distribuidores,Mayorista,Colombia,2026-04,2026-04-01,2026-05-16,45,340482505,True,0,Al día
FV-202604-01075,Mundo Fitness,Distribuidores,Mayorista,Colombia,2026-04,2026-04-04,2026-05-19,45,343592805,True,0,Al día
FV-202604-01076,Vital Supplements,Distribuidores,Mayorista,Colombia,2026-04,2026-04-24,2026-06-08,45,214663890,True,0,Al día
FV-202604-01077,Anabólicos del Valle,Distribuidores,Mayorista,Colombia,2026-04,2026-04-19,2026-06-03,45,278414294,True,0,Al día
FV-202604-01080,Bodytech,Gimnasios & Wellness,Especializado,Colombia,2026-04,2026-04-25,2026-06-09,45,124013380,True,0,Al día
FV-202604-01081,Smart Fit,Gimnasios & Wellness,Especializado,Colombia,2026-04,2026-04-06,2026-05-21,45,102622470,True,0,Al día
FV-202604-01082,Stark Gym,Gimnasios & Wellness,Especializado,Colombia,2026-04,2026-04-06,2026-05-21,45,118676733,True,0,Al día
FV-202604-01083,Gimnasios independientes,Gimnasios & Wellness,Especializado,Colombia,2026-04,2026-04-06,2026-05-21,45,128280748,True,0,Al día
FV-202604-01090,Cliente maquila lácteos,Maquila & Marca Propia,Maquila,Colombia,2026-04,2026-04-27,2026-06-26,60,185460498,True,0,Al día
FV-202604-01091,Marca privada retail,Maquila & Marca Propia,Maquila,Colombia,2026-04,2026-04-08,2026-06-07,60,165340688,True,0,Al día
FV-202604-01092,Marca privada gimnasios,Maquila & Marca Propia,Maquila,Colombia,2026-04,2026-04-09,2026-06-08,60,140437966,True,0,Al día
FV-202604-01100,Distribuidor España,Nutramerican España,Internacional,España,2026-04,2026-04-04,2026-05-19,45,51486233,True,0,Al día
FV-202605-01110,Farmatodo,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-12,2026-07-26,75,163474475,True,0,Al día
FV-202605-01111,Cruz Verde,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-05,2026-07-19,75,179988505,True,0,Al día
FV-202605-01112,Droguerías La Rebaja,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-18,2026-08-01,75,108960273,True,0,Al día
FV-202605-01113,Éxito,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-21,2026-08-04,75,122404063,False,27,Vencida 1-30
FV-202605-01114,Locatel,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-11,2026-07-25,75,207981371,True,0,Al día
FV-202605-01115,Olímpica,Cadenas & Farmacias,Retail,Colombia,2026-05,2026-05-14,2026-07-28,75,150613646,False,34,Vencida 31-60
FV-202605-01120,Distribuidor Ecuador,Distribuidor Ecuador,Internacional,Ecuador,2026-05,2026-05-08,2026-07-07,60,365538877,True,0,Al día
FV-202605-01130,Distribuidor Honduras,Distribuidor Honduras,Internacional,Honduras,2026-05,2026-05-08,2026-07-07,60,184134272,True,0,Al día
