sku,producto,marca,categoria,canal,tipo_canal,pais,pvp_gondola_cop,precio_neto_cop,costo_unitario_cop,margen_cop,margen_pct
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Distribuidores,Mayorista,Colombia,86600,60600,31200,29400,48.5
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,100400,66300,31200,35100,52.9
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,96200,69300,31200,38100,55.0
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,92000,68100,31200,36900,54.2
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Distribuidor México,Internacional,México,99300,71500,31200,40300,56.4
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,91700,67900,31200,36700,54.1
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,94800,70200,31200,39000,55.6
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Nutramerican España,Internacional,España,112200,89800,31200,58600,65.3
MEG-CAR-CER,Mega Carbs Limón Cereza,Megaplex,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,117700,100000,31200,68800,68.8
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,95800,95800,35100,60700,63.4
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,nutramerican.com,E-commerce,Colombia,95100,95100,35100,60000,63.1
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Distribuidores,Mayorista,Colombia,112400,78700,35100,43600,55.4
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,118200,78000,35100,42900,55.0
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,115000,82800,35100,47700,57.6
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,110300,81600,35100,46500,57.0
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Distribuidor México,Internacional,México,116300,83700,35100,48600,58.1
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,108900,80600,35100,45500,56.5
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,114400,84700,35100,49600,58.6
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Nutramerican España,Internacional,España,136200,109000,35100,73900,67.8
MEG-NIT-FR,Nitro Shock Frutos Rojos,Megaplex,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,146900,124900,35100,89800,71.9
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Tiendas Nutramerican,Tienda propia,Colombia,71000,71000,24500,46500,65.5
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,nutramerican.com,E-commerce,Colombia,70200,70200,24500,45700,65.1
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Distribuidores,Mayorista,Colombia,81700,57200,24500,32700,57.2
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Cadenas & Farmacias,Retail,Colombia,87500,57700,24500,33200,57.5
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Gimnasios & Wellness,Especializado,Colombia,85600,61600,24500,37100,60.2
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Distribuidor Ecuador,Internacional,Ecuador,79300,58700,24500,34200,58.3
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Distribuidor México,Internacional,México,85500,61600,24500,37100,60.2
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Distribuidor Honduras,Internacional,Honduras,79900,59100,24500,34600,58.5
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Distribuidor Panamá,Internacional,Panamá,81400,60200,24500,35700,59.3
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Nutramerican España,Internacional,España,100100,80100,24500,55600,69.4
MEG-SOY,Mega Soy,Megaplex,Módulos proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,102800,87400,24500,62900,72.0
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,146300,146300,52500,93800,64.1
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,nutramerican.com,E-commerce,Colombia,144900,144900,52500,92400,63.8
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Distribuidores,Mayorista,Colombia,174600,122200,52500,69700,57.0
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,183700,121200,52500,68700,56.7
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,177800,128000,52500,75500,59.0
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,175400,129800,52500,77300,59.6
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Distribuidor México,Internacional,México,182200,131200,52500,78700,60.0
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,168200,124500,52500,72000,57.8
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,174200,128900,52500,76400,59.3
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Nutramerican España,Internacional,España,212100,169700,52500,117200,69.1
STK-CRE-TAR,Crea Stack 1.3 lb,Stacks,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,227000,193000,52500,140500,72.8
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,124300,124300,51200,73100,58.8
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,nutramerican.com,E-commerce,Colombia,129400,129400,51200,78200,60.4
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Distribuidores,Mayorista,Colombia,152400,106700,51200,55500,52.0
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,159900,105500,51200,54300,51.5
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,156700,112800,51200,61600,54.6
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,141000,104300,51200,53100,50.9
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Distribuidor México,Internacional,México,154600,111300,51200,60100,54.0
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,144800,107200,51200,56000,52.2
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,148900,110200,51200,59000,53.5
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Nutramerican España,Internacional,España,189600,151700,51200,100500,66.2
STK-CRE-SAC,Crea Stack Display sachets,Stacks,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,200400,170300,51200,119100,69.9
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Tiendas Nutramerican,Tienda propia,Colombia,143000,143000,47600,95400,66.7
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,nutramerican.com,E-commerce,Colombia,142000,142000,47600,94400,66.5
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Distribuidores,Mayorista,Colombia,161100,112800,47600,65200,57.8
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Cadenas & Farmacias,Retail,Colombia,169300,111700,47600,64100,57.4
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Gimnasios & Wellness,Especializado,Colombia,170600,122800,47600,75200,61.2
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Distribuidor Ecuador,Internacional,Ecuador,162100,120000,47600,72400,60.3
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Distribuidor México,Internacional,México,165800,119400,47600,71800,60.1
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Distribuidor Honduras,Internacional,Honduras,159200,117800,47600,70200,59.6
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Distribuidor Panamá,Internacional,Panamá,166500,123200,47600,75600,61.4
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Nutramerican España,Internacional,España,207200,165800,47600,118200,71.3
STK-BUR-TAR,Burner Stack 360 g,Stacks,Control de peso,Nutramerican USA LLC,Internacional,Estados Unidos,212300,180500,47600,132900,73.6
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Tiendas Nutramerican,Tienda propia,Colombia,188500,188500,106200,82300,43.7
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,nutramerican.com,E-commerce,Colombia,189600,189600,106200,83400,44.0
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Distribuidores,Mayorista,Colombia,224600,157200,106200,51000,32.4
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Cadenas & Farmacias,Retail,Colombia,229100,151200,106200,45000,29.8
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Gimnasios & Wellness,Especializado,Colombia,231700,166800,106200,60600,36.3
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Distribuidor Ecuador,Internacional,Ecuador,230500,170600,106200,64400,37.7
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Distribuidor México,Internacional,México,235500,169600,106200,63400,37.4
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Distribuidor Honduras,Internacional,Honduras,209300,154900,106200,48700,31.4
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Distribuidor Panamá,Internacional,Panamá,224200,165900,106200,59700,36.0
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Nutramerican España,Internacional,España,264200,211400,106200,105200,49.8
STK-BUR-L24,Burner Stack Lata · paca x24,Stacks,Control de peso,Nutramerican USA LLC,Internacional,Estados Unidos,276600,235100,106200,128900,54.8
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Tiendas Nutramerican,Tienda propia,Colombia,102900,102900,56800,46100,44.8
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,nutramerican.com,E-commerce,Colombia,101600,101600,56800,44800,44.1
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Distribuidores,Mayorista,Colombia,117900,82500,56800,25700,31.2
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Cadenas & Farmacias,Retail,Colombia,120000,79200,56800,22400,28.3
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Gimnasios & Wellness,Especializado,Colombia,118300,85200,56800,28400,33.3
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Distribuidor Ecuador,Internacional,Ecuador,118100,87400,56800,30600,35.0
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Distribuidor México,Internacional,México,123900,89200,56800,32400,36.3
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Distribuidor Honduras,Internacional,Honduras,117400,86900,56800,30100,34.6
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Distribuidor Panamá,Internacional,Panamá,123700,91500,56800,34700,37.9
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Nutramerican España,Internacional,España,146000,116800,56800,60000,51.4
STK-BUR-L12,Burner Stack Lata · paca x12,Stacks,Control de peso,Nutramerican USA LLC,Internacional,Estados Unidos,155800,132400,56800,75600,57.1
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,99700,99700,38000,61700,61.9
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,nutramerican.com,E-commerce,Colombia,98900,98900,38000,60900,61.6
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Distribuidores,Mayorista,Colombia,117400,82200,38000,44200,53.8
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Cadenas & Farmacias,Retail,Colombia,126600,83600,38000,45600,54.5
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,117300,84500,38000,46500,55.0
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,118900,88000,38000,50000,56.8
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Distribuidor México,Internacional,México,126000,90700,38000,52700,58.1
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Distribuidor Honduras,Internacional,Honduras,114100,84400,38000,46400,55.0
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Distribuidor Panamá,Internacional,Panamá,118600,87800,38000,49800,56.7
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Nutramerican España,Internacional,España,140500,112400,38000,74400,66.2
STK-COL,Collagen Stack 585 g,Stacks,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,159900,135900,38000,97900,72.0
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,76100,76100,27600,48500,63.7
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,nutramerican.com,E-commerce,Colombia,74800,74800,27600,47200,63.1
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Distribuidores,Mayorista,Colombia,88000,61600,27600,34000,55.2
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Cadenas & Farmacias,Retail,Colombia,93300,61600,27600,34000,55.2
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,88100,63400,27600,35800,56.5
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,87000,64400,27600,36800,57.1
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Distribuidor México,Internacional,México,89000,64100,27600,36500,56.9
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Distribuidor Honduras,Internacional,Honduras,85900,63600,27600,36000,56.6
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Distribuidor Panamá,Internacional,Panamá,86600,64100,27600,36500,56.9
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Nutramerican España,Internacional,España,110200,88200,27600,60600,68.7
STK-PRW,Prime W Collagen Stack,Stacks,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,112900,96000,27600,68400,71.2
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Tiendas Nutramerican,Tienda propia,Colombia,65400,65400,23400,42000,64.2
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,nutramerican.com,E-commerce,Colombia,69200,69200,23400,45800,66.2
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Distribuidores,Mayorista,Colombia,78000,54600,23400,31200,57.1
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Cadenas & Farmacias,Retail,Colombia,81100,53500,23400,30100,56.3
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Gimnasios & Wellness,Especializado,Colombia,78100,56200,23400,32800,58.4
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Distribuidor Ecuador,Internacional,Ecuador,73700,54500,23400,31100,57.1
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Distribuidor México,Internacional,México,81200,58500,23400,35100,60.0
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Distribuidor Honduras,Internacional,Honduras,76700,56800,23400,33400,58.8
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Distribuidor Panamá,Internacional,Panamá,76800,56800,23400,33400,58.8
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Nutramerican España,Internacional,España,97700,78200,23400,54800,70.1
STK-GLU,Gluta Stack,Stacks,Energía y recuperación,Nutramerican USA LLC,Internacional,Estados Unidos,98500,83700,23400,60300,72.0
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Tiendas Nutramerican,Tienda propia,Colombia,373800,373800,155600,218200,58.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,nutramerican.com,E-commerce,Colombia,383400,383400,155600,227800,59.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Distribuidores,Mayorista,Colombia,448300,313800,155600,158200,50.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Cadenas & Farmacias,Retail,Colombia,479400,316400,155600,160800,50.8
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Gimnasios & Wellness,Especializado,Colombia,473200,340700,155600,185100,54.3
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Distribuidor Ecuador,Internacional,Ecuador,442000,327100,155600,171500,52.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Distribuidor México,Internacional,México,473700,341100,155600,185500,54.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Distribuidor Honduras,Internacional,Honduras,445400,329600,155600,174000,52.8
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Distribuidor Panamá,Internacional,Panamá,451600,334200,155600,178600,53.4
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Nutramerican España,Internacional,España,552800,442200,155600,286600,64.8
STK-COMBO,Combo BiPro Lite + Burner Stack,Stacks,Control de peso,Nutramerican USA LLC,Internacional,Estados Unidos,592400,503500,155600,347900,69.1
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,61000,61000,27600,33400,54.8
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,nutramerican.com,E-commerce,Colombia,59100,59100,27600,31500,53.3
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Distribuidores,Mayorista,Colombia,69500,48600,27600,21000,43.2
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,74000,48800,27600,21200,43.4
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,72300,52100,27600,24500,47.0
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,68700,50800,27600,23200,45.7
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Distribuidor México,Internacional,México,72500,52200,27600,24600,47.1
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,67900,50200,27600,22600,45.0
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,69000,51100,27600,23500,46.0
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Nutramerican España,Internacional,España,86500,69200,27600,41600,60.1
NUT-POP-CAJ,Nutra Pops caja,Nutra,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,89900,76400,27600,48800,63.9
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Tiendas Nutramerican,Tienda propia,Colombia,67200,67200,30500,36700,54.6
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,nutramerican.com,E-commerce,Colombia,64200,64200,30500,33700,52.5
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Distribuidores,Mayorista,Colombia,77400,54200,30500,23700,43.7
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Cadenas & Farmacias,Retail,Colombia,81100,53500,30500,23000,43.0
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Gimnasios & Wellness,Especializado,Colombia,76000,54700,30500,24200,44.2
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Distribuidor Ecuador,Internacional,Ecuador,73200,54200,30500,23700,43.7
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Distribuidor México,Internacional,México,78400,56400,30500,25900,45.9
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Distribuidor Honduras,Internacional,Honduras,75100,55600,30500,25100,45.1
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Distribuidor Panamá,Internacional,Panamá,75600,55900,30500,25400,45.4
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Nutramerican España,Internacional,España,92700,74200,30500,43700,58.9
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,92400,78500,30500,48000,61.1
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Tiendas Nutramerican,Tienda propia,Colombia,64400,64400,27300,37100,57.6
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,nutramerican.com,E-commerce,Colombia,65400,65400,27300,38100,58.3
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Distribuidores,Mayorista,Colombia,77400,54200,27300,26900,49.6
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Cadenas & Farmacias,Retail,Colombia,81300,53700,27300,26400,49.2
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Gimnasios & Wellness,Especializado,Colombia,77400,55700,27300,28400,51.0
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Distribuidor Ecuador,Internacional,Ecuador,75000,55500,27300,28200,50.8
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Distribuidor México,Internacional,México,80700,58100,27300,30800,53.0
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Distribuidor Honduras,Internacional,Honduras,73900,54700,27300,27400,50.1
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Distribuidor Panamá,Internacional,Panamá,72800,53900,27300,26600,49.4
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Nutramerican España,Internacional,España,96400,77100,27300,49800,64.6
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,Nutramerican USA LLC,Internacional,Estados Unidos,96400,81900,27300,54600,66.7
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,36000,36000,15400,20600,57.2
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,36300,36300,15400,20900,57.6
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,42000,29400,15400,14000,47.6
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,44300,29200,15400,13800,47.3
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,43700,31500,15400,16100,51.1
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,39600,29300,15400,13900,47.4
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Distribuidor México,Internacional,México,42900,30900,15400,15500,50.2
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,40100,29700,15400,14300,48.1
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,40400,29900,15400,14500,48.5
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Nutramerican España,Internacional,España,53000,42400,15400,27000,63.7
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,52500,44600,15400,29200,65.5
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,29500,29500,13500,16000,54.2
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,30200,30200,13500,16700,55.3
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,36200,25300,13500,11800,46.6
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,36700,24200,13500,10700,44.2
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,35500,25600,13500,12100,47.3
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,35200,26000,13500,12500,48.1
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Distribuidor México,Internacional,México,35400,25500,13500,12000,47.1
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,33600,24900,13500,11400,45.8
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Distribuidor Panamá,Internacional,Panamá,34700,25700,13500,12200,47.5
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Nutramerican España,Internacional,España,43100,34500,13500,21000,60.9
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,Nutramerican USA LLC,Internacional,Estados Unidos,45400,38600,13500,25100,65.0
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Tiendas Nutramerican,Tienda propia,Colombia,51900,51900,21500,30400,58.6
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,nutramerican.com,E-commerce,Colombia,50900,50900,21500,29400,57.8
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Distribuidores,Mayorista,Colombia,58900,41200,21500,19700,47.8
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Cadenas & Farmacias,Retail,Colombia,61600,40700,21500,19200,47.2
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Gimnasios & Wellness,Especializado,Colombia,61000,43900,21500,22400,51.0
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Distribuidor Ecuador,Internacional,Ecuador,58400,43200,21500,21700,50.2
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Distribuidor México,Internacional,México,62100,44700,21500,23200,51.9
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,Distribuidor Honduras,Internacional,Honduras,58600,43400,21500,21900,50.5
