pqr_id,fecha,mes,motivo,canal,ciudad,estado,horas_primera_respuesta,horas_cierre,cumple_sla_4h,csat,requiere_agente_humano
PQR-202507-02195,2025-07-13,2025-07,Evento adverso reportado,Chat del sitio,Pasto,Escalado,0.2,63.5,True,4.0,True
PQR-202507-02196,2025-07-07,2025-07,Cambio o garantía,WhatsApp,Bogotá,Cerrado,2.5,4.6,True,4.0,False
PQR-202507-02197,2025-07-20,2025-07,Demora en la entrega,Instagram / redes,Bogotá,Cerrado,2.4,4.1,True,4.0,False
PQR-202507-02198,2025-07-19,2025-07,Camiseta personalizada pendiente,WhatsApp,Medellín,Cerrado,0.1,68.6,True,5.0,False
PQR-202507-02199,2025-07-20,2025-07,Demora en la entrega,Tienda física,Santa Marta,Cerrado,0.3,16.4,True,4.0,False
PQR-202507-02200,2025-07-05,2025-07,Demora en la entrega,WhatsApp,Cali,Cerrado,1.7,2.7,True,4.0,False
PQR-202507-02201,2025-07-23,2025-07,Contenido incompleto del envase,Tienda física,Manizales,Cerrado,3.2,12.2,True,3.0,False
PQR-202507-02202,2025-07-24,2025-07,Camiseta personalizada pendiente,WhatsApp,Bogotá,Cerrado,1.5,58.6,True,4.0,False
PQR-202507-02203,2025-07-03,2025-07,Solicitud de factura electrónica,WhatsApp,Bucaramanga,Cerrado,0.1,19.9,True,4.0,False
PQR-202507-02204,2025-07-10,2025-07,Faltante en el pedido,WhatsApp,Cúcuta,Cerrado,0.5,26.1,True,4.0,False
PQR-202507-02205,2025-07-17,2025-07,Demora en la entrega,Chat del sitio,Medellín,Cerrado,2.6,12.7,True,3.0,False
PQR-202507-02206,2025-07-08,2025-07,Producto averiado en transporte,WhatsApp,Villavicencio,Cerrado,1.6,64.2,True,3.0,False
PQR-202507-02207,2025-07-27,2025-07,Solicitud de factura electrónica,WhatsApp,Bogotá,Cerrado,0.4,31.0,True,4.0,False
PQR-202507-02208,2025-07-23,2025-07,Faltante en el pedido,Instagram / redes,Pereira,Cerrado,4.2,5.2,False,4.0,False
PQR-202507-02209,2025-07-08,2025-07,Contenido incompleto del envase,Instagram / redes,Medellín,Escalado,6.6,49.8,False,4.0,True
PQR-202507-02210,2025-07-17,2025-07,Camiseta personalizada pendiente,WhatsApp,Cartagena,Cerrado,6.6,8.9,False,4.0,False
PQR-202507-02211,2025-07-01,2025-07,Solicitud de factura electrónica,Instagram / redes,Barranquilla,Cerrado,0.1,5.2,True,4.0,False
PQR-202507-02212,2025-07-25,2025-07,Demora en la entrega,Chat del sitio,Pereira,Cerrado,0.6,3.7,True,4.0,False
PQR-202507-02213,2025-07-03,2025-07,Demora en la entrega,Chat del sitio,Cali,Cerrado,0.3,33.3,True,4.0,False
PQR-202507-02214,2025-07-07,2025-07,Cambio o garantía,WhatsApp,Manizales,Cerrado,0.3,24.0,True,5.0,False
PQR-202507-02215,2025-07-27,2025-07,Evento adverso reportado,WhatsApp,Cali,Cerrado,1.9,99.5,True,2.0,True
PQR-202507-02216,2025-07-24,2025-07,Faltante en el pedido,Línea gratuita #590,Cúcuta,Cerrado,2.5,10.8,True,3.0,False
PQR-202507-02217,2025-07-05,2025-07,Faltante en el pedido,Línea gratuita #590,Medellín,Cerrado,0.5,9.1,True,4.0,False
PQR-202507-02218,2025-07-22,2025-07,Reclamo por precio o promoción,Chat del sitio,Manizales,Cerrado,0.4,8.3,True,4.0,False
PQR-202507-02219,2025-07-09,2025-07,Cambio o garantía,Instagram / redes,Bogotá,Cerrado,0.3,76.0,True,3.0,False
PQR-202507-02220,2025-07-01,2025-07,Contenido incompleto del envase,Instagram / redes,Barranquilla,Cerrado,6.1,98.2,False,3.0,False
PQR-202507-02221,2025-07-19,2025-07,Faltante en el pedido,Tienda física,Bogotá,Cerrado,3.7,71.2,True,4.0,False
PQR-202507-02222,2025-07-04,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,1.1,4.2,True,3.0,False
PQR-202507-02223,2025-07-04,2025-07,Producto averiado en transporte,Línea gratuita #590,Bogotá,Cerrado,8.2,45.2,False,3.0,False
PQR-202507-02224,2025-07-14,2025-07,Cambio o garantía,Correo electrónico,Cali,Cerrado,9.4,68.4,False,4.0,False
PQR-202507-02225,2025-07-05,2025-07,Producto averiado en transporte,Chat del sitio,Villavicencio,Cerrado,0.1,11.6,True,3.0,False
PQR-202507-02226,2025-07-23,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,0.1,18.1,True,3.0,False
PQR-202507-02227,2025-07-25,2025-07,Faltante en el pedido,WhatsApp,Barranquilla,Cerrado,0.7,14.0,True,3.0,False
PQR-202507-02228,2025-07-16,2025-07,Duda sobre uso del producto,WhatsApp,Bogotá,Cerrado,0.7,10.6,True,3.0,False
PQR-202507-02229,2025-07-13,2025-07,Producto averiado en transporte,Correo electrónico,Pasto,Cerrado,15.1,67.7,False,3.0,False
PQR-202507-02230,2025-07-17,2025-07,Evento adverso reportado,WhatsApp,Medellín,Cerrado,5.7,9.7,False,4.0,True
PQR-202507-02231,2025-07-27,2025-07,Demora en la entrega,Tienda física,Medellín,Cerrado,1.4,58.3,True,4.0,False
PQR-202507-02232,2025-07-04,2025-07,Demora en la entrega,Correo electrónico,Cali,Cerrado,4.0,39.1,True,4.0,False
PQR-202507-02233,2025-07-19,2025-07,Cambio o garantía,Instagram / redes,Bogotá,Cerrado,5.5,24.0,False,5.0,False
PQR-202507-02234,2025-07-06,2025-07,Duda sobre uso del producto,Chat del sitio,Manizales,Cerrado,0.6,4.4,True,3.0,False
PQR-202507-02235,2025-07-24,2025-07,Demora en la entrega,WhatsApp,Cali,Cerrado,0.2,37.8,True,4.0,False
PQR-202507-02236,2025-07-15,2025-07,Cambio o garantía,Instagram / redes,Cartagena,Cerrado,1.9,4.4,True,4.0,False
PQR-202507-02237,2025-07-13,2025-07,Camiseta personalizada pendiente,Chat del sitio,Bogotá,Cerrado,3.5,16.3,True,3.0,False
PQR-202507-02238,2025-07-10,2025-07,Demora en la entrega,WhatsApp,Cúcuta,Cerrado,2.1,31.0,True,1.0,False
PQR-202507-02239,2025-07-16,2025-07,Contenido incompleto del envase,Línea gratuita #590,Bogotá,Escalado,4.6,28.6,False,4.0,True
PQR-202507-02240,2025-07-16,2025-07,Producto averiado en transporte,Línea gratuita #590,Bogotá,Cerrado,2.9,33.0,True,4.0,False
PQR-202507-02241,2025-07-02,2025-07,Faltante en el pedido,WhatsApp,Pereira,Cerrado,2.0,40.1,True,4.0,False
PQR-202507-02242,2025-07-17,2025-07,Contenido incompleto del envase,WhatsApp,Barranquilla,Escalado,6.2,45.0,False,3.0,True
PQR-202507-02243,2025-07-05,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,1.9,11.4,True,2.0,False
PQR-202507-02244,2025-07-08,2025-07,Duda sobre uso del producto,Correo electrónico,Medellín,Cerrado,0.3,19.5,True,5.0,False
PQR-202507-02245,2025-07-22,2025-07,Duda sobre uso del producto,Tienda física,Cali,Cerrado,1.4,5.9,True,5.0,False
PQR-202507-02246,2025-07-20,2025-07,Contenido incompleto del envase,WhatsApp,Cali,Escalado,1.7,28.4,True,4.0,True
PQR-202507-02247,2025-07-18,2025-07,Producto averiado en transporte,Chat del sitio,Neiva,Cerrado,0.3,4.9,True,5.0,False
PQR-202507-02248,2025-07-21,2025-07,Faltante en el pedido,Tienda física,Bucaramanga,Cerrado,1.8,9.8,True,3.0,False
PQR-202507-02249,2025-07-01,2025-07,Demora en la entrega,WhatsApp,Cúcuta,Cerrado,1.1,18.9,True,3.0,False
PQR-202507-02250,2025-07-26,2025-07,Demora en la entrega,Chat del sitio,Bucaramanga,Cerrado,3.5,75.7,True,2.0,False
PQR-202507-02251,2025-07-07,2025-07,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,1.0,55.8,True,3.0,False
PQR-202507-02252,2025-07-17,2025-07,Demora en la entrega,Correo electrónico,Pereira,Cerrado,1.4,14.0,True,3.0,False
PQR-202507-02253,2025-07-05,2025-07,Demora en la entrega,Chat del sitio,Cali,Cerrado,2.2,12.3,True,4.0,False
PQR-202507-02254,2025-07-27,2025-07,Contenido incompleto del envase,WhatsApp,Cali,Escalado,0.2,47.3,True,3.0,True
PQR-202507-02255,2025-07-15,2025-07,Contenido incompleto del envase,Instagram / redes,Barranquilla,Escalado,3.3,10.7,True,4.0,True
PQR-202507-02256,2025-07-24,2025-07,Camiseta personalizada pendiente,Instagram / redes,Bogotá,Cerrado,25.4,128.5,False,3.0,False
PQR-202507-02257,2025-07-01,2025-07,Contenido incompleto del envase,Chat del sitio,Medellín,Escalado,1.3,220.5,True,2.0,True
PQR-202507-02258,2025-07-02,2025-07,Duda sobre uso del producto,WhatsApp,Medellín,Cerrado,0.8,29.0,True,2.0,False
PQR-202507-02259,2025-07-14,2025-07,Demora en la entrega,Instagram / redes,Barranquilla,Cerrado,5.9,24.4,False,3.0,False
PQR-202507-02260,2025-07-27,2025-07,Camiseta personalizada pendiente,Línea gratuita #590,Medellín,Escalado,2.3,47.0,True,3.0,True
PQR-202507-02261,2025-07-27,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,3.2,5.4,True,5.0,False
PQR-202507-02262,2025-07-23,2025-07,Faltante en el pedido,WhatsApp,Neiva,Cerrado,2.1,17.1,True,3.0,False
PQR-202507-02263,2025-07-15,2025-07,Reclamo por precio o promoción,WhatsApp,Bogotá,Cerrado,1.5,2.5,True,4.0,False
PQR-202507-02264,2025-07-05,2025-07,Contenido incompleto del envase,Correo electrónico,Cúcuta,Escalado,6.1,51.1,False,4.0,True
PQR-202507-02265,2025-07-26,2025-07,Camiseta personalizada pendiente,WhatsApp,Medellín,Cerrado,0.1,14.1,True,2.0,False
PQR-202507-02266,2025-07-10,2025-07,Faltante en el pedido,Instagram / redes,Ibagué,Cerrado,4.2,17.4,False,5.0,False
PQR-202507-02267,2025-07-18,2025-07,Solicitud de factura electrónica,Tienda física,Bogotá,Cerrado,1.6,4.8,True,3.0,False
PQR-202507-02268,2025-07-13,2025-07,Demora en la entrega,WhatsApp,Armenia,Cerrado,1.3,8.9,True,4.0,False
PQR-202507-02269,2025-07-15,2025-07,Faltante en el pedido,Línea gratuita #590,Villavicencio,Cerrado,1.1,14.1,True,3.0,False
PQR-202507-02270,2025-07-26,2025-07,Contenido incompleto del envase,Línea gratuita #590,Cartagena,Cerrado,4.8,67.7,False,5.0,False
PQR-202507-02271,2025-07-16,2025-07,Camiseta personalizada pendiente,WhatsApp,Bogotá,Cerrado,7.8,12.1,False,4.0,False
PQR-202507-02272,2025-07-22,2025-07,Cambio o garantía,Chat del sitio,Cartagena,Cerrado,0.7,1.7,True,5.0,False
PQR-202507-02273,2025-07-02,2025-07,Contenido incompleto del envase,WhatsApp,Ibagué,Cerrado,2.4,110.5,True,3.0,False
PQR-202507-02274,2025-07-17,2025-07,Producto averiado en transporte,Línea gratuita #590,Cali,Cerrado,0.2,122.3,True,1.0,False
PQR-202507-02275,2025-07-26,2025-07,Producto averiado en transporte,WhatsApp,Medellín,Cerrado,0.4,27.4,True,4.0,False
PQR-202507-02276,2025-07-24,2025-07,Producto averiado en transporte,Correo electrónico,Bucaramanga,Cerrado,3.9,11.3,True,4.0,False
PQR-202507-02277,2025-07-06,2025-07,Demora en la entrega,WhatsApp,Cúcuta,Cerrado,0.1,21.2,True,4.0,False
PQR-202507-02278,2025-07-21,2025-07,Demora en la entrega,Tienda física,Bogotá,Cerrado,5.7,6.7,False,4.0,False
PQR-202507-02279,2025-07-10,2025-07,Camiseta personalizada pendiente,Tienda física,Cali,Cerrado,1.1,133.3,True,2.0,False
PQR-202507-02280,2025-07-13,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,2.2,4.3,True,4.0,False
PQR-202507-02281,2025-07-12,2025-07,Evento adverso reportado,WhatsApp,Cali,Cerrado,7.7,25.7,False,4.0,True
PQR-202507-02282,2025-07-04,2025-07,Faltante en el pedido,Instagram / redes,Pereira,Cerrado,8.9,26.0,False,4.0,False
PQR-202507-02283,2025-07-25,2025-07,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,0.2,81.5,True,3.0,False
PQR-202507-02284,2025-07-07,2025-07,Demora en la entrega,Línea gratuita #590,Neiva,Cerrado,0.4,8.5,True,4.0,False
PQR-202507-02285,2025-07-14,2025-07,Demora en la entrega,Instagram / redes,Barranquilla,Cerrado,12.3,23.5,False,3.0,False
PQR-202507-02286,2025-07-01,2025-07,Reclamo por precio o promoción,Instagram / redes,Bogotá,Cerrado,11.5,46.7,False,3.0,False
PQR-202507-02287,2025-07-24,2025-07,Demora en la entrega,Instagram / redes,Ibagué,Cerrado,0.7,17.8,True,4.0,False
PQR-202507-02288,2025-07-26,2025-07,Evento adverso reportado,Instagram / redes,Bucaramanga,Escalado,0.3,245.1,True,3.0,True
PQR-202507-02289,2025-07-23,2025-07,Faltante en el pedido,WhatsApp,Medellín,Cerrado,0.1,50.2,True,4.0,False
PQR-202507-02290,2025-07-25,2025-07,Demora en la entrega,Chat del sitio,Barranquilla,Cerrado,7.2,21.7,False,4.0,False
PQR-202507-02291,2025-07-27,2025-07,Faltante en el pedido,WhatsApp,Medellín,Cerrado,1.5,3.8,True,4.0,False
PQR-202507-02292,2025-07-27,2025-07,Producto averiado en transporte,Instagram / redes,Santa Marta,Cerrado,4.8,5.8,False,4.0,False
PQR-202507-02293,2025-07-25,2025-07,Contenido incompleto del envase,Tienda física,Cúcuta,Escalado,0.8,13.1,True,3.0,True
PQR-202507-02294,2025-07-12,2025-07,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,2.8,20.7,True,3.0,False
PQR-202507-02295,2025-07-24,2025-07,Reclamo por precio o promoción,WhatsApp,Medellín,Cerrado,1.2,4.9,True,4.0,False
PQR-202507-02296,2025-07-16,2025-07,Contenido incompleto del envase,Chat del sitio,Pereira,Escalado,0.6,27.3,True,3.0,True
PQR-202507-02297,2025-07-21,2025-07,Faltante en el pedido,Línea gratuita #590,Pereira,Cerrado,2.7,21.3,True,4.0,False
PQR-202507-02298,2025-07-24,2025-07,Reclamo por precio o promoción,WhatsApp,Medellín,Cerrado,1.2,28.8,True,4.0,False
PQR-202507-02299,2025-07-01,2025-07,Demora en la entrega,Instagram / redes,Bogotá,Cerrado,1.7,6.9,True,4.0,False
PQR-202507-02300,2025-07-14,2025-07,Producto averiado en transporte,Correo electrónico,Barranquilla,Cerrado,9.9,37.2,False,3.0,False
PQR-202507-02301,2025-07-18,2025-07,Faltante en el pedido,Instagram / redes,Medellín,Cerrado,0.1,7.7,True,2.0,False
PQR-202507-02302,2025-07-25,2025-07,Evento adverso reportado,Chat del sitio,Medellín,Cerrado,0.2,56.8,True,3.0,True
PQR-202507-02303,2025-07-25,2025-07,Faltante en el pedido,Línea gratuita #590,Cartagena,Cerrado,0.5,39.7,True,4.0,False
PQR-202507-02304,2025-07-10,2025-07,Cambio o garantía,WhatsApp,Medellín,Cerrado,5.7,58.4,False,3.0,False
PQR-202507-02305,2025-07-04,2025-07,Demora en la entrega,WhatsApp,Bogotá,Cerrado,1.2,21.0,True,5.0,False
PQR-202507-02306,2025-07-02,2025-07,Camiseta personalizada pendiente,WhatsApp,Bogotá,Escalado,1.0,21.4,True,3.0,True
PQR-202507-02307,2025-07-14,2025-07,Demora en la entrega,Línea gratuita #590,Pereira,Cerrado,1.5,2.5,True,2.0,False
PQR-202507-02308,2025-07-24,2025-07,Solicitud de factura electrónica,Instagram / redes,Ibagué,Cerrado,0.7,5.0,True,3.0,False
PQR-202507-02309,2025-07-27,2025-07,Duda sobre uso del producto,Chat del sitio,Bogotá,Cerrado,0.1,2.0,True,4.0,False
PQR-202507-02310,2025-07-21,2025-07,Producto averiado en transporte,Chat del sitio,Santa Marta,Cerrado,2.0,41.0,True,5.0,False
PQR-202507-02311,2025-07-20,2025-07,Solicitud de factura electrónica,WhatsApp,Cartagena,Cerrado,0.4,3.4,True,5.0,False
PQR-202507-02312,2025-07-01,2025-07,Demora en la entrega,WhatsApp,Cali,Cerrado,0.2,2.3,True,3.0,False
PQR-202507-02313,2025-07-09,2025-07,Reclamo por precio o promoción,Línea gratuita #590,Pasto,Cerrado,1.6,28.8,True,4.0,False
PQR-202507-02314,2025-07-08,2025-07,Camiseta personalizada pendiente,WhatsApp,Medellín,Escalado,1.6,82.3,True,2.0,True
PQR-202507-02315,2025-07-17,2025-07,Demora en la entrega,Chat del sitio,Ibagué,Cerrado,0.8,25.1,True,4.0,False
PQR-202507-02316,2025-07-03,2025-07,Evento adverso reportado,Instagram / redes,Bogotá,Cerrado,7.4,50.0,False,4.0,True
PQR-202507-02317,2025-07-09,2025-07,Faltante en el pedido,Línea gratuita #590,Ibagué,Cerrado,0.3,14.1,True,4.0,False
PQR-202507-02318,2025-07-12,2025-07,Contenido incompleto del envase,Chat del sitio,Bogotá,Escalado,1.8,53.4,True,4.0,True
PQR-202507-02319,2025-07-10,2025-07,Faltante en el pedido,Chat del sitio,Medellín,Cerrado,1.8,25.4,True,4.0,False
PQR-202507-02320,2025-07-04,2025-07,Demora en la entrega,Línea gratuita #590,Barranquilla,Cerrado,0.6,5.9,True,4.0,False
PQR-202507-02321,2025-07-17,2025-07,Evento adverso reportado,Chat del sitio,Bogotá,Cerrado,0.7,59.9,True,4.0,True
PQR-202507-02322,2025-07-11,2025-07,Faltante en el pedido,Línea gratuita #590,Medellín,Cerrado,3.8,68.9,True,4.0,False
PQR-202507-02323,2025-07-02,2025-07,Camiseta personalizada pendiente,WhatsApp,Neiva,Cerrado,0.4,3.7,True,5.0,False
PQR-202507-02324,2025-07-04,2025-07,Faltante en el pedido,Tienda física,Bogotá,Cerrado,0.1,4.7,True,3.0,False
PQR-202507-02325,2025-07-21,2025-07,Camiseta personalizada pendiente,WhatsApp,Bogotá,Cerrado,3.7,68.8,True,4.0,False
PQR-202507-02326,2025-07-25,2025-07,Producto averiado en transporte,Chat del sitio,Barranquilla,Cerrado,1.6,12.8,True,3.0,False
PQR-202507-02327,2025-07-01,2025-07,Reclamo por precio o promoción,WhatsApp,Bogotá,Cerrado,0.6,4.2,True,4.0,False
PQR-202507-02328,2025-07-08,2025-07,Faltante en el pedido,Tienda física,Cúcuta,Cerrado,8.1,14.6,False,3.0,False
PQR-202507-02329,2025-07-26,2025-07,Camiseta personalizada pendiente,WhatsApp,Cali,Cerrado,0.5,37.4,True,5.0,False
PQR-202507-02330,2025-07-02,2025-07,Faltante en el pedido,WhatsApp,Medellín,Cerrado,1.6,51.1,True,2.0,False
PQR-202507-02331,2025-07-23,2025-07,Demora en la entrega,WhatsApp,Cali,Cerrado,2.8,40.4,True,4.0,False
PQR-202507-02332,2025-07-25,2025-07,Solicitud de factura electrónica,WhatsApp,Bogotá,Cerrado,0.3,9.8,True,5.0,False
PQR-202507-02333,2025-07-07,2025-07,Cambio o garantía,Chat del sitio,Bogotá,Cerrado,0.1,27.7,True,3.0,False
PQR-202507-02334,2025-07-23,2025-07,Producto averiado en transporte,Chat del sitio,Cali,Cerrado,0.5,50.2,True,4.0,False
PQR-202507-02335,2025-07-02,2025-07,Producto averiado en transporte,Chat del sitio,Cali,Cerrado,4.1,18.5,False,2.0,False
PQR-202507-02336,2025-07-18,2025-07,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,1.0,66.7,True,4.0,False
PQR-202507-02337,2025-07-01,2025-07,Contenido incompleto del envase,WhatsApp,Bucaramanga,Escalado,5.0,20.2,False,3.0,True
PQR-202507-02338,2025-07-01,2025-07,Camiseta personalizada pendiente,WhatsApp,Barranquilla,Escalado,0.1,71.6,True,3.0,True
PQR-202507-02339,2025-07-19,2025-07,Reclamo por precio o promoción,WhatsApp,Cali,Cerrado,0.1,46.9,True,3.0,False
PQR-202507-02340,2025-07-08,2025-07,Reclamo por precio o promoción,WhatsApp,Barranquilla,Cerrado,0.3,1.3,True,5.0,False
PQR-202507-02341,2025-07-26,2025-07,Solicitud de factura electrónica,WhatsApp,Medellín,Cerrado,0.2,33.6,True,5.0,False
PQR-202507-02342,2025-07-24,2025-07,Faltante en el pedido,Instagram / redes,Barranquilla,Cerrado,0.7,11.7,True,4.0,False
PQR-202507-02343,2025-07-17,2025-07,Reclamo por precio o promoción,Chat del sitio,Cúcuta,Cerrado,1.3,2.3,True,5.0,False
PQR-202507-02344,2025-07-03,2025-07,Cambio o garantía,WhatsApp,Barranquilla,Cerrado,1.7,10.5,True,4.0,False
PQR-202507-02345,2025-07-21,2025-07,Camiseta personalizada pendiente,WhatsApp,Bogotá,Cerrado,3.6,120.1,True,2.0,False
PQR-202507-02346,2025-07-06,2025-07,Producto averiado en transporte,Línea gratuita #590,Bogotá,Cerrado,0.1,14.7,True,4.0,False
PQR-202507-02347,2025-07-24,2025-07,Camiseta personalizada pendiente,Tienda física,Santa Marta,Cerrado,0.1,98.5,True,3.0,False
PQR-202507-02348,2025-07-18,2025-07,Reclamo por precio o promoción,Chat del sitio,Cúcuta,Cerrado,3.0,20.2,True,4.0,False
PQR-202507-02349,2025-07-08,2025-07,Faltante en el pedido,Instagram / redes,Bogotá,Cerrado,11.4,75.5,False,4.0,False
PQR-202507-02350,2025-07-22,2025-07,Demora en la entrega,Línea gratuita #590,Pereira,Cerrado,0.1,24.4,True,4.0,False
PQR-202507-02351,2025-07-23,2025-07,Camiseta personalizada pendiente,WhatsApp,Barranquilla,Escalado,0.4,2.5,True,4.0,True
PQR-202507-02352,2025-07-08,2025-07,Camiseta personalizada pendiente,Línea gratuita #590,Bogotá,Escalado,6.2,91.9,False,1.0,True
PQR-202507-02353,2025-07-14,2025-07,Demora en la entrega,Chat del sitio,Pereira,Cerrado,0.5,12.2,True,4.0,False
PQR-202507-02354,2025-07-23,2025-07,Faltante en el pedido,Línea gratuita #590,Cúcuta,Cerrado,0.6,17.2,True,3.0,False
PQR-202507-02355,2025-07-15,2025-07,Solicitud de factura electrónica,WhatsApp,Cartagena,Cerrado,0.2,1.2,True,4.0,False
PQR-202507-02356,2025-07-09,2025-07,Faltante en el pedido,Línea gratuita #590,Cali,Cerrado,4.6,12.4,False,5.0,False
PQR-202507-02357,2025-07-18,2025-07,Camiseta personalizada pendiente,Tienda física,Medellín,Cerrado,14.3,28.9,False,3.0,False
PQR-202507-02358,2025-07-24,2025-07,Demora en la entrega,Correo electrónico,Medellín,Cerrado,6.3,42.7,False,3.0,False
PQR-202507-02359,2025-07-09,2025-07,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,1.1,12.5,True,4.0,False
PQR-202507-02360,2025-07-25,2025-07,Faltante en el pedido,Tienda física,Cúcuta,Cerrado,2.0,42.4,True,4.0,False
PQR-202507-02361,2025-07-21,2025-07,Camiseta personalizada pendiente,WhatsApp,Medellín,Cerrado,0.4,22.8,True,3.0,False
PQR-202507-02362,2025-07-08,2025-07,Faltante en el pedido,WhatsApp,Armenia,Cerrado,3.3,36.0,True,5.0,False
PQR-202507-02363,2025-07-10,2025-07,Demora en la entrega,Línea gratuita #590,Santa Marta,Cerrado,1.8,14.9,True,4.0,False
PQR-202508-02364,2025-08-23,2025-08,Demora en la entrega,Chat del sitio,Cali,Cerrado,1.3,30.5,True,4.0,False
PQR-202508-02365,2025-08-19,2025-08,Cambio o garantía,WhatsApp,Cali,Cerrado,1.0,45.8,True,4.0,False
PQR-202508-02366,2025-08-10,2025-08,Demora en la entrega,WhatsApp,Barranquilla,Cerrado,1.3,8.0,True,4.0,False
PQR-202508-02367,2025-08-20,2025-08,Duda sobre uso del producto,Línea gratuita #590,Bogotá,Cerrado,2.1,9.5,True,4.0,False
PQR-202508-02368,2025-08-22,2025-08,Faltante en el pedido,Línea gratuita #590,Cartagena,Cerrado,1.8,64.2,True,3.0,False
PQR-202508-02369,2025-08-27,2025-08,Evento adverso reportado,Chat del sitio,Medellín,Escalado,0.8,119.3,True,3.0,True
PQR-202508-02370,2025-08-07,2025-08,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,0.1,8.7,True,4.0,False
PQR-202508-02371,2025-08-14,2025-08,Camiseta personalizada pendiente,WhatsApp,Barranquilla,Cerrado,1.6,86.2,True,4.0,False
PQR-202508-02372,2025-08-20,2025-08,Contenido incompleto del envase,Línea gratuita #590,Bogotá,Cerrado,2.3,83.5,True,2.0,False
PQR-202508-02373,2025-08-14,2025-08,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,0.5,10.7,True,3.0,False
PQR-202508-02374,2025-08-08,2025-08,Demora en la entrega,Línea gratuita #590,Bogotá,Cerrado,2.8,5.0,True,5.0,False
PQR-202508-02375,2025-08-01,2025-08,Producto averiado en transporte,Línea gratuita #590,Cartagena,Cerrado,2.8,52.7,True,3.0,False
PQR-202508-02376,2025-08-21,2025-08,Solicitud de factura electrónica,Línea gratuita #590,Barranquilla,Cerrado,0.4,1.8,True,3.0,False
PQR-202508-02377,2025-08-04,2025-08,Demora en la entrega,WhatsApp,Bogotá,Cerrado,2.2,43.3,True,5.0,False
PQR-202508-02378,2025-08-01,2025-08,Demora en la entrega,Instagram / redes,Villavicencio,Cerrado,16.9,30.6,False,3.0,False
PQR-202508-02379,2025-08-08,2025-08,Demora en la entrega,Tienda física,Medellín,Cerrado,0.6,4.5,True,4.0,False
PQR-202508-02380,2025-08-01,2025-08,Producto averiado en transporte,WhatsApp,Bogotá,Cerrado,0.2,43.0,True,4.0,False
PQR-202508-02381,2025-08-03,2025-08,Faltante en el pedido,WhatsApp,Bogotá,Cerrado,2.1,49.6,True,3.0,False
PQR-202508-02382,2025-08-01,2025-08,Reclamo por precio o promoción,Tienda física,Barranquilla,Cerrado,9.3,69.7,False,3.0,False
PQR-202508-02383,2025-08-23,2025-08,Contenido incompleto del envase,Correo electrónico,Bucaramanga,Escalado,2.3,38.6,True,4.0,True
PQR-202508-02384,2025-08-21,2025-08,Faltante en el pedido,Instagram / redes,Cúcuta,Cerrado,3.7,7.6,True,4.0,False
PQR-202508-02385,2025-08-10,2025-08,Solicitud de factura electrónica,Línea gratuita #590,Bogotá,Cerrado,0.7,20.8,True,2.0,False
PQR-202508-02386,2025-08-21,2025-08,Camiseta personalizada pendiente,Instagram / redes,Barranquilla,Cerrado,1.5,50.5,True,5.0,False
PQR-202508-02387,2025-08-25,2025-08,Producto averiado en transporte,WhatsApp,Barranquilla,Cerrado,0.3,65.0,True,3.0,False
PQR-202508-02388,2025-08-17,2025-08,Reclamo por precio o promoción,Línea gratuita #590,Villavicencio,Cerrado,1.4,8.3,True,3.0,False
PQR-202508-02389,2025-08-27,2025-08,Demora en la entrega,Línea gratuita #590,Cali,Cerrado,3.3,7.0,True,3.0,False
PQR-202508-02390,2025-08-05,2025-08,Camiseta personalizada pendiente,Línea gratuita #590,Cali,Cerrado,3.6,14.4,True,4.0,False
PQR-202508-02391,2025-08-21,2025-08,Producto averiado en transporte,Instagram / redes,Cartagena,Cerrado,5.5,146.6,False,3.0,False
PQR-202508-02392,2025-08-03,2025-08,Cambio o garantía,Línea gratuita #590,Cúcuta,Cerrado,1.6,6.6,True,3.0,False
PQR-202508-02393,2025-08-24,2025-08,Solicitud de factura electrónica,WhatsApp,Medellín,Cerrado,0.1,12.2,True,5.0,False
PQR-202508-02394,2025-08-11,2025-08,Solicitud de factura electrónica,Tienda física,Bogotá,Cerrado,2.8,11.0,True,4.0,False
PQR-202508-02395,2025-08-12,2025-08,Camiseta personalizada pendiente,WhatsApp,Cali,Escalado,3.0,33.6,True,5.0,True
PQR-202508-02396,2025-08-24,2025-08,Cambio o garantía,WhatsApp,Barranquilla,Cerrado,5.0,43.9,False,3.0,False
PQR-202508-02397,2025-08-19,2025-08,Solicitud de factura electrónica,Chat del sitio,Barranquilla,Cerrado,0.3,5.7,True,3.0,False
