sku,producto,marca,categoria,bodega_id,bodega,ciudad,tipo_bodega,stock_unidades,demanda_diaria,dias_cobertura,valor_inventario_cop,estado,lote_mas_antiguo_dias,proximo_a_vencer
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,689,21.26,32.4,21014500,Normal,102,False
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,323,11.45,28.3,9851500,Normal,23,False
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,234,6.54,35.8,7137000,Normal,59,False
NUT-POP-PK,Nutra Pops pack x12,Nutra,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,279,8.18,34.2,8509500,Normal,131,False
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1353,31.09,43.5,36936900,Normal,225,False
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,307,19.25,16.0,8381100,Bajo,167,False
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,522,10.36,50.4,14250600,Normal,62,False
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,56,5.92,9.5,1528800,Crítico,75,False
NUT-VEG-400,Nutra Vegan Protein Mocaccino,Nutra,Módulos proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,146,7.4,19.8,3985800,Bajo,83,False
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,683,34.42,19.9,10518200,Bajo,123,False
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,712,21.31,33.4,10964800,Normal,66,False
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,208,11.47,18.2,3203200,Bajo,160,False
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,318,6.56,48.5,4897200,Normal,26,False
NUT-RX,Nut-Rx Vainilla 400 g,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,132,8.2,16.1,2032800,Bajo,3,False
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1215,29.95,40.6,16402500,Normal,134,False
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,604,18.54,32.6,8154000,Normal,89,False
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,138,9.98,13.8,1863000,Bajo,78,False
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,122,5.7,21.5,1647000,Bajo,63,False
NUT-ZOL,Zolé Vainilla 450 g,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,122,7.13,17.1,1647000,Bajo,110,False
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,984,19.57,50.3,21156000,Normal,84,False
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,292,12.12,24.1,6278000,Normal,23,False
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,382,6.52,58.7,8213000,Normal,3,False
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,282,3.73,75.7,6063000,Exceso,78,False
NUT-BAL,Nutra Balance x8 sobres,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,67,4.66,14.5,1440500,Bajo,122,False
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1160,22.11,52.5,24824000,Normal,221,False
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,290,13.68,21.2,6206000,Bajo,10,False
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,206,7.37,28.0,4408400,Normal,131,False
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,131,4.21,31.2,2803400,Normal,147,False
NUT-C,Nutra-C Ácido Ascórbico 200 g,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,129,5.26,24.6,2760600,Normal,171,False
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,507,34.6,14.7,4613700,Bajo,20,False
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,467,21.42,21.8,4249700,Bajo,70,False
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,524,11.53,45.4,4768400,Normal,206,False
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,317,6.59,48.2,2884700,Normal,62,False
NUT-SB,Nutra Smart Baby,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,426,8.24,51.8,3876600,Normal,37,False
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1200,27.21,44.1,19080000,Normal,153,False
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,638,16.84,37.9,10144200,Normal,109,False
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,35,9.07,3.9,556500,Crítico,108,False
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,3PL-MED,3PL MELONN Medellín,Medellín,3PL,379,5.18,73.2,6026100,Exceso,3,False
NUT-SB-DIS,Nutra Smart Baby Display,Nutra,Nutrición general,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,219,6.48,33.8,3482100,Normal,138,False
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,969,17.36,55.9,44186400,Normal,156,False
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,403,10.75,37.5,18376800,Normal,132,False
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,91,5.79,15.8,4149600,Bajo,106,False
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,142,3.31,43.0,6475200,Normal,106,False
RAD-PWD-TAR,Radical Power Drink tarro,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,129,4.13,31.4,5882400,Normal,67,False
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1044,24.74,42.2,32781600,Normal,53,False
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,36,15.31,2.4,1130400,Crítico,65,False
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,277,8.25,33.6,8697800,Normal,3,False
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,197,4.71,41.9,6185800,Normal,145,False
RAD-PWD,Radical Power Drink polvo,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,116,5.89,19.8,3642400,Bajo,193,False
RAD-ENX,Energy X,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1632,55.43,29.5,25459200,Normal,32,False
RAD-ENX,Energy X,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,791,34.31,23.1,12339600,Normal,189,False
RAD-ENX,Energy X,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,173,18.48,9.4,2698800,Crítico,104,False
RAD-ENX,Energy X,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,501,10.56,47.5,7815600,Normal,49,False
RAD-ENX,Energy X,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,575,13.2,43.6,8970000,Normal,26,False
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,131,5.84,22.5,14161100,Normal,134,False
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,122,3.61,33.8,13188200,Normal,70,False
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,103,1.95,53.4,11134300,Normal,33,False
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,56,1.11,50.9,6053600,Normal,45,False
RAD-MYT-24,Myth Legendary Pre-Workout x24,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,34,1.39,25.1,3675400,Normal,38,False
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,274,10.18,27.0,15837200,Normal,110,False
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,216,6.3,34.4,12484800,Normal,71,False
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,116,3.39,34.4,6704800,Normal,68,False
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,109,1.94,56.4,6300200,Normal,197,False
RAD-MYT-12,Myth Legendary Pre-Workout x12,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,64,2.42,26.6,3699200,Normal,47,False
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,374,6.72,55.8,39008200,Normal,194,False
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,201,4.16,48.5,20964300,Normal,161,False
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,54,2.24,24.4,5632200,Normal,70,False
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,42,1.28,33.5,4380600,Normal,176,False
RAD-RES-24,Rescue · paca x24,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,62,1.6,39.2,6466600,Normal,101,False
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,445,10.01,44.6,24831000,Normal,18,False
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,272,6.19,44.0,15177600,Normal,85,False
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,176,3.34,52.9,9820800,Normal,158,False
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,55,1.91,29.2,3069000,Normal,97,False
RAD-RES-12,Rescue · paca x12,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,103,2.38,43.6,5747400,Normal,18,False
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,800,27.0,29.7,13920000,Normal,61,False
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,710,16.71,42.5,12354000,Normal,217,False
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,23,9.0,2.6,400200,Crítico,129,False
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,3PL-MED,3PL MELONN Medellín,Medellín,3PL,127,5.14,24.8,2209800,Normal,118,False
RAD-RES-4,Rescue · paca x4,Radical,Energía y recuperación,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,453,6.43,70.5,7882200,Exceso,3,False
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,553,13.58,40.7,46507300,Normal,82,False
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,126,8.4,15.1,10596600,Bajo,82,False
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,71,4.53,15.9,5971100,Bajo,80,False
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,40,2.59,15.8,3364000,Bajo,128,False
ALI-FIT-COC,Fitbar Coco,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,132,3.23,40.9,11101200,Normal,225,False
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,502,14.24,35.3,42218200,Normal,158,False
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,227,8.82,25.8,19090700,Normal,114,False
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,194,4.75,41.1,16315400,Normal,159,False
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,111,2.71,41.1,9335100,Normal,63,False
ALI-FIT-CHO,Fitbar Chocolate,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,104,3.39,30.7,8746400,Normal,88,False
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,911,23.46,38.9,30700700,Normal,84,False
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,759,14.52,52.3,25578300,Normal,46,False
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,334,7.82,42.8,11255800,Normal,169,False
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,72,4.47,16.2,2426400,Bajo,75,False
ALI-CAK-VAN,Protein Cake Vainilla,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,176,5.59,31.6,5931200,Normal,41,False
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1037,26.99,38.4,34946900,Normal,144,False
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,327,16.71,19.6,11019900,Bajo,44,False
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,364,9.0,40.5,12266800,Normal,181,False
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,99,5.14,19.3,3336300,Bajo,141,False
ALI-CAK-CHO,Protein Cake Chocolate,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,156,6.43,24.4,5257200,Normal,111,False
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,50,25.21,2.0,1320000,Crítico,104,False
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,1140,15.61,73.1,30096000,Exceso,56,False
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,391,8.4,46.6,10322400,Normal,21,False
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,252,4.8,52.6,6652800,Normal,61,False
ALI-PAN-WAF,Protein Pancake & Waffle,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,81,6.0,13.6,2138400,Bajo,131,False
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,1729,35.63,48.5,38038000,Normal,168,False
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,550,22.06,25.0,12100000,Normal,33,False
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,390,11.88,32.9,8580000,Normal,3,False
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,3PL-MED,3PL MELONN Medellín,Medellín,3PL,269,6.79,39.8,5918000,Normal,166,False
ALI-PAN-TRA,Protein Pancake Tradicional,Nutramerican,Snacks proteicos,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,22,8.48,2.6,484000,Crítico,166,False
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,BOD-PAL,Planta Palmira · Cantarrana,Palmira,Planta,17,0.72,24.3,2108000,Normal,208,False
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,BOD-YUM,CD Yumbo · ELITENUT bodega C-11,Yumbo,Centro dist.,14,0.44,32.7,1736000,Normal,127,False
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,3PL-BOG,3PL MELONN Bogotá,Bogotá,3PL,4,0.24,17.9,496000,Bajo,80,False
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,3PL-MED,3PL MELONN Medellín,Medellín,3PL,8,0.14,58.9,992000,Normal,28,False
MER-BAC,Nutramerican Backpack,Nutramerican,Merch,BOD-TDA,Tiendas Nutramerican (8),Nacional,Tienda,3,0.17,22.4,372000,Normal,64,False
