oc_id,mes,fecha_orden,proveedor_id,insumo,origen,moneda,critico,kg,precio_unitario_usd,valor_usd,trm_orden,trm_pago,costo_cop,diferencia_en_cambio_cop,lead_time_plan_dias,lead_time_real_dias,dias_atraso,a_tiempo
OC-202604-0162,2026-04,2026-04-01,MP-010,"Endulzantes (sucralosa, stevia)",Colombia,COP,0,9288.1,8.57,0.0,4072,4072,310314537,0,15,9,-6,True
OC-202604-0163,2026-04,2026-04-06,MP-011,Cacao y saborizantes,Colombia,COP,0,8929.4,6.07,0.0,4072,4072,211431821,0,18,12,-6,True
OC-202604-0164,2026-04,2026-04-15,MP-012,"Envases, tarros y tapas",Colombia,COP,1,5590.8,2.02,0.0,4072,4072,44128779,0,22,32,10,False
OC-202604-0165,2026-04,2026-04-13,MP-013,Latas y tapas para RTD,Colombia,COP,1,6528.9,5.7,0.0,4072,4072,145245768,0,34,47,13,False
OC-202604-0166,2026-04,2026-04-21,MP-014,Empaque flexible y sachets,Colombia,COP,0,8325.7,2.47,0.0,4072,4072,80115376,0,20,28,8,False
OC-202605-0167,2026-05,2026-05-13,MP-001,Proteína de suero WPC 80,Estados Unidos,USD,1,25937.3,9.03,234271.71,4030,3877,944114986,-35843571,62,62,0,True
OC-202605-0168,2026-05,2026-05-04,MP-002,Proteína de suero aislada WPI,Irlanda,USD,1,7080.3,14.7,104062.68,4030,3877,419372580,-15921589,74,76,2,True
OC-202605-0169,2026-05,2026-05-23,MP-003,Caseinato de calcio,Nueva Zelanda,USD,1,3872.6,11.25,43562.11,4030,3877,175555294,-6665002,68,68,0,True
OC-202605-0170,2026-05,2026-05-01,MP-004,Creatina monohidrato,Alemania,USD,1,4204.2,12.67,53264.86,4030,3877,214657375,-8149523,55,49,-6,True
OC-202605-0171,2026-05,2026-05-23,MP-005,Colágeno hidrolizado bovino,Brasil,USD,0,10013.8,1.74,17428.1,4030,3877,70235252,-2666499,38,35,-3,True
OC-202605-0172,2026-05,2026-05-03,MP-006,Proteína vegetal de arveja,Canadá,USD,0,8291.6,7.7,63837.06,4030,3877,257263343,-9767069,58,66,8,False
OC-202605-0173,2026-05,2026-05-21,MP-007,Cafeína anhidra y taurina,China,USD,0,7876.9,7.03,55340.95,4030,3877,223024039,-8467165,82,97,15,False
OC-202605-0174,2026-05,2026-05-05,MP-008,Vitaminas y minerales premix,Suiza,EUR,1,6327.9,8.31,52566.15,4030,3877,211841596,-8042621,65,69,4,True
OC-202605-0175,2026-05,2026-05-21,MP-011,Cacao y saborizantes,Colombia,COP,0,6322.7,1.71,0.0,4030,4030,42210543,0,18,14,-4,True
OC-202605-0176,2026-05,2026-05-21,MP-012,"Envases, tarros y tapas",Colombia,COP,1,10492.9,5.43,0.0,4030,4030,222186690,0,22,28,6,False
OC-202605-0177,2026-05,2026-05-26,MP-013,Latas y tapas para RTD,Colombia,COP,1,7368.3,7.27,0.0,4030,4030,209039753,0,34,37,3,True
OC-202605-0178,2026-05,2026-05-20,MP-014,Empaque flexible y sachets,Colombia,COP,0,6557.8,6.27,0.0,4030,4030,160257785,0,20,11,-9,True
OC-202606-0179,2026-06,2026-06-19,MP-001,Proteína de suero WPC 80,Estados Unidos,USD,1,23585.7,8.7,205244.4,3954,3954,811536348,0,62,64,2,True
OC-202606-0180,2026-06,2026-06-19,MP-002,Proteína de suero aislada WPI,Irlanda,USD,1,10910.1,11.61,126720.02,3954,3954,501050946,0,74,66,-8,True
OC-202606-0181,2026-06,2026-06-14,MP-003,Caseinato de calcio,Nueva Zelanda,USD,1,4405.6,11.34,49955.3,3954,3954,197523249,0,68,73,5,True
OC-202606-0182,2026-06,2026-06-15,MP-004,Creatina monohidrato,Alemania,USD,1,2460.0,11.78,28966.94,3954,3954,114535298,0,55,46,-9,True
OC-202606-0183,2026-06,2026-06-19,MP-005,Colágeno hidrolizado bovino,Brasil,USD,0,10665.9,3.7,39466.29,3954,3954,156049722,0,38,42,4,True
OC-202606-0184,2026-06,2026-06-22,MP-007,Cafeína anhidra y taurina,China,USD,0,5271.3,2.16,11402.41,3954,3954,45085125,0,82,83,1,True
OC-202606-0185,2026-06,2026-06-25,MP-008,Vitaminas y minerales premix,Suiza,EUR,1,10484.1,6.42,67343.57,3954,3954,266276492,0,65,58,-7,True
OC-202606-0186,2026-06,2026-06-15,MP-012,"Envases, tarros y tapas",Colombia,COP,1,5496.2,6.9,0.0,3954,3954,147954618,0,22,25,3,True
OC-202606-0187,2026-06,2026-06-18,MP-013,Latas y tapas para RTD,Colombia,COP,1,3834.0,5.05,0.0,3954,3954,75565870,0,34,30,-4,True
OC-202606-0188,2026-06,2026-06-24,MP-014,Empaque flexible y sachets,Colombia,COP,0,5499.1,6.8,0.0,3954,3954,145872402,0,20,25,5,True
OC-202607-0189,2026-07,2026-07-19,MP-001,Proteína de suero WPC 80,Estados Unidos,USD,1,27705.3,8.58,237804.11,3877,3954,921966538,18310916,62,71,9,False
OC-202607-0190,2026-07,2026-07-14,MP-002,Proteína de suero aislada WPI,Irlanda,USD,1,9227.1,13.29,122668.77,3877,3954,475586809,9445495,74,72,-2,True
OC-202607-0191,2026-07,2026-07-24,MP-003,Caseinato de calcio,Nueva Zelanda,USD,1,4558.0,11.02,50241.07,3877,3954,194784615,3868562,68,68,0,True
OC-202607-0192,2026-07,2026-07-12,MP-004,Creatina monohidrato,Alemania,USD,1,3084.2,13.76,42429.93,3877,3954,164500819,3267104,55,59,4,True
OC-202607-0193,2026-07,2026-07-16,MP-008,Vitaminas y minerales premix,Suiza,EUR,1,6614.8,2.76,18287.55,3877,3954,70900843,1408141,65,58,-7,True
OC-202607-0194,2026-07,2026-07-19,MP-009,Maltodextrina y carbohidratos,Colombia,COP,0,5393.1,2.25,0.0,3877,3877,47422510,0,12,6,-6,True
OC-202607-0195,2026-07,2026-07-17,MP-011,Cacao y saborizantes,Colombia,COP,0,8288.9,2.02,0.0,3877,3877,65341623,0,18,20,2,True
OC-202607-0196,2026-07,2026-07-11,MP-012,"Envases, tarros y tapas",Colombia,COP,1,8487.2,1.41,0.0,3877,3877,46735617,0,22,22,0,True
OC-202607-0197,2026-07,2026-07-05,MP-013,Latas y tapas para RTD,Colombia,COP,1,13467.0,4.38,0.0,3877,3877,230153666,0,34,36,2,True
OC-202607-0198,2026-07,2026-07-26,MP-014,Empaque flexible y sachets,Colombia,COP,0,8743.9,2.93,0.0,3877,3877,99996418,0,20,27,7,False
OC-202608-0199,2026-08,2026-08-08,MP-001,Proteína de suero WPC 80,Estados Unidos,USD,1,23771.8,8.92,211992.56,3954,3954,838218579,0,62,65,3,True
OC-202608-0200,2026-08,2026-08-26,MP-002,Proteína de suero aislada WPI,Irlanda,USD,1,12073.1,14.67,177149.74,3954,3954,700450075,0,74,73,-1,True
OC-202608-0201,2026-08,2026-08-01,MP-003,Caseinato de calcio,Nueva Zelanda,USD,1,4460.1,9.4,41917.53,3954,3954,165741897,0,68,65,-3,True
OC-202608-0202,2026-08,2026-08-24,MP-004,Creatina monohidrato,Alemania,USD,1,3295.4,12.41,40901.35,3954,3954,161723933,0,55,69,14,False
OC-202608-0203,2026-08,2026-08-18,MP-006,Proteína vegetal de arveja,Canadá,USD,0,2170.5,1.6,3480.36,3954,3954,13761358,0,58,59,1,True
OC-202608-0204,2026-08,2026-08-24,MP-007,Cafeína anhidra y taurina,China,USD,0,8854.2,3.48,30782.27,3954,3954,121713109,0,82,81,-1,True
OC-202608-0205,2026-08,2026-08-06,MP-008,Vitaminas y minerales premix,Suiza,EUR,1,8914.2,5.8,51703.15,3954,3954,204434256,0,65,60,-5,True
OC-202608-0206,2026-08,2026-08-18,MP-009,Maltodextrina y carbohidratos,Colombia,COP,0,5985.4,2.58,0.0,3954,3954,60123673,0,12,7,-5,True
OC-202608-0207,2026-08,2026-08-08,MP-010,"Endulzantes (sucralosa, stevia)",Colombia,COP,0,4836.4,7.48,0.0,3954,3954,141025612,0,15,18,3,True
OC-202608-0208,2026-08,2026-08-09,MP-012,"Envases, tarros y tapas",Colombia,COP,1,2069.8,5.58,0.0,3954,3954,45009462,0,22,19,-3,True
OC-202608-0209,2026-08,2026-08-27,MP-013,Latas y tapas para RTD,Colombia,COP,1,6599.8,3.39,0.0,3954,3954,87202775,0,34,43,9,False
OC-202608-0210,2026-08,2026-08-08,MP-014,Empaque flexible y sachets,Colombia,COP,0,8231.3,6.64,0.0,3954,3954,213283426,0,20,30,10,False
